Generating SQLite file nsys_heat3d_float64_N512_solver0.sqlite from nsys_heat3d_float64_N512_solver0.nsys-rep
Processing [nsys_heat3d_float64_N512_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_heat3d_float64_N512_solver0.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_heat3d_float64_N512_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)    Min (ns)     Max (ns)      StdDev (ns)            Name         
 --------  ---------------  ---------  -------------  -----------  ---------  -------------  -------------  ----------------------
     97.0  749,824,479,808      2,543  294,858,230.4     55,680.0      1,088  3,409,141,440  899,228,534.6  pthread_cond_wait     
      2.0   15,256,793,024        695   21,952,220.2      5,600.0      1,024  3,314,709,888  197,333,635.2  futex                 
      1.0    7,363,803,808        414   17,786,965.7    146,864.0      1,024    100,111,040   34,229,202.5  poll                  
      0.0      287,546,976        886      324,545.1      9,808.0      1,024    109,241,472    4,058,476.1  ioctl                 
      0.0      185,984,000      1,488      124,989.2    139,040.0      1,376        691,328       49,535.8  open64                
      0.0      141,671,200        216      655,885.2     16,480.0      7,616    122,706,624    8,353,433.1  pthread_join          
      0.0      119,649,824      1,432       83,554.3     87,456.0      1,024      2,121,856       67,028.0  close                 
      0.0       32,099,680      4,250        7,552.9      7,552.0      1,024         88,896        6,264.6  read                  
      0.0        9,716,064      2,511        3,869.4      3,712.0      1,824         10,880          820.3  openat                
      0.0        8,565,440        242       35,394.4     34,096.0     18,592        113,792        8,978.2  pthread_create        
      0.0        8,001,408         23      347,887.3    361,632.0    182,592        434,976       69,066.7  posix_spawnp          
      0.0        5,188,544        172       30,166.0      7,920.0      1,088        402,912       60,909.4  pthread_mutex_lock    
      0.0        5,058,784          1    5,058,784.0  5,058,784.0  5,058,784      5,058,784            0.0  nanosleep             
      0.0        4,001,184      1,447        2,765.2      1,600.0      1,120        129,632        7,438.4  munmap                
      0.0        3,406,016         23      148,087.7    161,248.0     45,728        180,608       41,238.8  waitpid               
      0.0        3,242,656      1,930        1,680.1      1,344.0      1,024         28,000        1,479.9  pthread_cond_signal   
      0.0        2,910,144        151       19,272.5      8,064.0      1,408        251,072       34,741.2  fopen                 
      0.0        1,213,568         90       13,484.1      2,992.0      1,216        191,136       40,913.7  open                  
      0.0        1,170,528        122        9,594.5      3,648.0      1,024        106,112       16,937.7  fclose                
      0.0        1,017,056        318        3,198.3      2,688.0      1,024         12,000        2,028.4  mmap64                
      0.0          865,856        224        3,865.4      1,424.0      1,024        337,504       22,457.8  write                 
