-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |---------------------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | KokkosFFT::create_plan[TPL_hipfft]                                                                                  | MARKER_API      |              12 |       925943086 |       7.716e+07 |     49.361793 |            3200 |       628781641 |       1.936e+08 |
    | hipModuleLoadData                                                                                                   | HIP_API         |              18 |       258712302 |       1.437e+07 |     13.791888 |          441188 |        83444502 |       3.155e+07 |
    | hipGetDeviceCount                                                                                                   | HIP_API         |               3 |       134131295 |       4.471e+07 |      7.150506 |             290 |       134130163 |       7.744e+07 |
    | hipStreamSynchronize                                                                                                | HIP_API         |             138 |       119216596 |       8.639e+05 |      6.355407 |             772 |         2489999 |       5.139e+05 |
    | Kokkos::HIP::fence(): Unnamed Instance Fence                                                                        | MARKER_API      |             101 |       115808482 |       1.147e+06 |      6.173721 |          646478 |         1200680 |       7.805e+04 |
    | advect_x                                                                                                            | MARKER_API      |             400 |        76347368 |       1.909e+05 |      4.070059 |            6883 |          376164 |       1.799e+05 |
    | hipMemcpyToSymbol                                                                                                   | HIP_API         |               4 |        54636145 |       1.366e+07 |      2.912639 |           23975 |        45670385 |       2.175e+07 |
    | hipMemcpyAsync                                                                                                      | HIP_API         |              28 |        45894264 |       1.639e+06 |      2.446612 |            5019 |        31781104 |       6.452e+06 |
    | hipStreamCreate                                                                                                     | HIP_API         |               2 |        42063744 |       2.103e+07 |      2.242408 |        20895859 |        21167885 |       1.924e+05 |
    | advect_v                                                                                                            | MARKER_API      |             200 |        34608325 |       1.730e+05 |      1.844961 |            7424 |          341283 |       1.641e+05 |
    | compute_rho                                                                                                         | MARKER_API      |             202 |        16265087 |       8.052e+04 |      0.867088 |            7775 |          211953 |       6.982e+04 |
    | Kokkos::View::initialization [rho_k]                                                                                | MARKER_API      |               4 |         8988119 |       2.247e+06 |      0.479154 |            3360 |         8965879 |       4.479e+06 |
    | KokkosFFT::exec_plan[TPL_hipfftExecZ2D]                                                                             | MARKER_API      |             606 |         7508467 |       1.239e+04 |      0.400274 |            3680 |          232131 |       1.876e+04 |
    | KokkosFFT::cleanup_plan[TPL_hipfft]                                                                                 | MARKER_API      |               2 |         4982123 |       2.491e+06 |      0.265596 |         2251857 |         2730266 |       3.383e+05 |
    | hipModuleUnload                                                                                                     | HIP_API         |              18 |         4817572 |       2.676e+05 |      0.256824 |            2044 |          490782 |       1.092e+05 |
    | hipStreamDestroy                                                                                                    | HIP_API         |               1 |         4713673 |       4.714e+06 |      0.251285 |         4713673 |         4713673 |       0.000e+00 |
    | hipLaunchKernel                                                                                                     | HIP_API         |             608 |         4276019 |       7.033e+03 |      0.227953 |            3877 |           35247 |       2.610e+03 |
    | KokkosFFT::exec_plan[TPL_hipfftExecD2Z]                                                                             | MARKER_API      |             303 |         4203243 |       1.387e+04 |      0.224074 |            3040 |          300871 |       2.027e+04 |
    | hipModuleLaunchKernel                                                                                               | HIP_API         |             608 |         3914322 |       6.438e+03 |      0.208672 |            5020 |           52690 |       2.392e+03 |
    | solve_poisson                                                                                                       | MARKER_API      |             202 |         1448542 |       7.171e+03 |      0.077221 |            3840 |          216170 |       1.495e+04 |
    | delta_rho                                                                                                           | MARKER_API      |             202 |         1289996 |       6.386e+03 |      0.068769 |            4000 |           16782 |       2.528e+03 |
    | init_fn                                                                                                             | MARKER_API      |               2 |          722086 |       3.610e+05 |      0.038494 |           36319 |          685767 |       4.592e+05 |
    | Kokkos::View::initialization via memset                                                                             | MARKER_API      |              18 |          632080 |       3.512e+04 |      0.033696 |             370 |          170163 |       6.213e+04 |
    | hipHostMalloc                                                                                                       | HIP_API         |               2 |          547721 |       2.739e+05 |      0.029199 |           91724 |          455997 |       2.576e+05 |
    | hipDeviceSynchronize                                                                                                | HIP_API         |              34 |          430937 |       1.267e+04 |      0.022973 |             240 |          289761 |       4.940e+04 |
    | Kokkos::deep_copy: copy between contiguous views, post deep copy fence                                              | MARKER_API      |              22 |          405428 |       1.843e+04 |      0.021613 |             471 |          291644 |       6.136e+04 |
    | Kokkos::Initialization Complete                                                                                     | MARKER_API      |              22 |          356163 |       1.619e+04 |      0.018987 |               0 |          283363 |       5.969e+04 |
    | hipMalloc                                                                                                           | HIP_API         |              32 |          353792 |       1.106e+04 |      0.018861 |             982 |           84571 |       1.824e+04 |
    | hipHostFree                                                                                                         | HIP_API         |               2 |          343994 |       1.720e+05 |      0.018338 |          115470 |          228524 |       7.994e+04 |
    | hipFree                                                                                                             | HIP_API         |              32 |          272653 |       8.520e+03 |      0.014535 |            1152 |          111862 |       2.063e+04 |
    | hipMemcpy                                                                                                           | HIP_API         |               8 |          265553 |       3.319e+04 |      0.014157 |           18576 |           50776 |       1.066e+04 |
    | SharedAllocationRecord<Kokkos::HIPSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace | MARKER_API      |              17 |          224495 |       1.321e+04 |      0.011968 |            7484 |           29787 |       4.858e+03 |
    | hipSetDevice                                                                                                        | HIP_API         |            1364 |          217487 |       1.594e+02 |      0.011594 |              70 |            9378 |       5.660e+02 |
    | Kokkos::View::initialization [fn] via memset                                                                        | MARKER_API      |               2 |          171839 |       8.592e+04 |      0.009161 |           13757 |          158082 |       1.021e+05 |
    | Kokkos::View::initialization [fnp1] via memset                                                                      | MARKER_API      |               2 |          169720 |       8.486e+04 |      0.009048 |            9398 |          160322 |       1.067e+05 |
    | Kokkos::View::initialization [f] via memset                                                                         | MARKER_API      |               2 |          169178 |       8.459e+04 |      0.009019 |            9337 |          159841 |       1.064e+05 |
    | hipMemsetAsync                                                                                                      | HIP_API         |              14 |          118887 |       8.492e+03 |      0.006338 |            5901 |           14748 |       2.942e+03 |
    | hipGetDevice                                                                                                        | HIP_API         |             667 |           80103 |       1.201e+02 |      0.004270 |              60 |            3456 |       1.752e+02 |
    | Kokkos::deep_copy: copy between contiguous views, pre view equality check                                           | MARKER_API      |              22 |           68929 |       3.133e+03 |      0.003675 |             400 |           23485 |       5.044e+03 |
    | HostSpace::impl_deallocate before free                                                                              | MARKER_API      |              16 |           64915 |       4.057e+03 |      0.003461 |             400 |           19096 |       4.899e+03 |
    | hipModuleGetFunction                                                                                                | HIP_API         |              18 |           51508 |       2.862e+03 |      0.002746 |            1714 |           10079 |       1.891e+03 |
    | Kokkos::View::initialization [linspace] via memset                                                                  | MARKER_API      |               4 |           47558 |       1.189e+04 |      0.002535 |            1920 |           26731 |       1.113e+04 |
    | hipMemset                                                                                                           | HIP_API         |               2 |           40057 |       2.003e+04 |      0.002135 |            6553 |           33504 |       1.906e+04 |
    | Kokkos::View::initialization                                                                                        | MARKER_API      |               3 |           35558 |       1.185e+04 |      0.001896 |            9147 |           17103 |       4.548e+03 |
    | Kokkos::View::initialization [rho] via memset                                                                       | MARKER_API      |               4 |           32888 |       8.222e+03 |      0.001753 |            3680 |           16872 |       6.225e+03 |
    | Kokkos::View::initialization [f0] via memset                                                                        | MARKER_API      |               4 |           30787 |       7.697e+03 |      0.001641 |            1920 |           16201 |       6.226e+03 |
