-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |---------------------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | KokkosFFT::create_plan[TPL_hipfft]                                                                                  | MARKER_API      |              12 |       944254477 |       7.869e+07 |     52.258228 |            3200 |       644007859 |       1.978e+08 |
    | hipModuleLoadData                                                                                                   | HIP_API         |              18 |       258378000 |       1.435e+07 |     14.299510 |          407424 |        85720563 |       3.138e+07 |
    | hipGetDeviceCount                                                                                                   | HIP_API         |               3 |       133815290 |       4.461e+07 |      7.405790 |             451 |       133813938 |       7.726e+07 |
    | hipStreamSynchronize                                                                                                | HIP_API         |             138 |        91806537 |       6.653e+05 |      5.080883 |             711 |         2222792 |       4.039e+05 |
    | Kokkos::HIP::fence(): Unnamed Instance Fence                                                                        | MARKER_API      |             101 |        88953633 |       8.807e+05 |      4.922994 |          539044 |          920438 |       6.836e+04 |
    | advect_x                                                                                                            | MARKER_API      |             400 |        65338282 |       1.633e+05 |      3.616041 |            6703 |          317763 |       1.521e+05 |
    | hipMemcpyToSymbol                                                                                                   | HIP_API         |               4 |        52124311 |       1.303e+07 |      2.884735 |           20278 |        43241550 |       2.056e+07 |
    | hipStreamCreate                                                                                                     | HIP_API         |               2 |        46232421 |       2.312e+07 |      2.558658 |        22555841 |        23676580 |       7.925e+05 |
    | hipMemcpyAsync                                                                                                      | HIP_API         |              28 |        38715011 |       1.383e+06 |      2.142619 |            6092 |        38307499 |       7.237e+06 |
    | advect_v                                                                                                            | MARKER_API      |             200 |        27860466 |       1.393e+05 |      1.541892 |            7274 |          271363 |       1.298e+05 |
