Generating SQLite file nsys_vlp1d_1v_float64_N4096_solver0.sqlite from nsys_vlp1d_1v_float64_N4096_solver0.nsys-rep
Processing [nsys_vlp1d_1v_float64_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float64_N4096_solver0.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp1d_1v_float64_N4096_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
 --------  ---------------  ---------  ---------------  ---------------  ---------  -------------  ---------------  ----------------------
     83.3  197,424,926,336         73  2,704,451,045.7  2,780,650,016.0     53,888  2,781,897,824    457,037,676.9  pthread_cond_wait     
      7.7   18,239,774,016        184     99,129,206.6    100,104,624.0      1,568  1,590,694,176    113,969,505.1  poll                  
      3.4    8,000,852,000         17    470,638,352.9         38,880.0      8,256  4,000,037,760  1,328,411,186.6  pthread_cond_timedwait
      3.0    7,001,775,296     15,363        455,755.7         12,512.0      1,024  3,475,699,360     33,407,940.9  read                  
      1.0    2,313,659,712         13    177,973,824.0     50,052,768.0  1,057,024  1,000,051,712    365,403,977.1  clock_nanosleep       
      0.7    1,600,172,480          8    200,021,560.0        289,968.0     27,200  1,591,744,960    562,346,396.5  sem_wait              
      0.5    1,258,544,352      8,220        153,107.6        146,176.0      1,568      5,964,160        106,232.0  open64                
      0.3      689,682,336      7,733         89,186.9         88,896.0      1,024      1,243,488         29,355.3  close                 
      0.1      162,248,288        931        174,273.1          8,736.0      1,056     15,546,784        713,211.8  ioctl                 
      0.1      138,396,736         56      2,471,370.3         17,808.0      2,784    135,755,488     18,134,823.6  fopen64               
      0.0       98,248,576         84      1,169,625.9          3,600.0      1,792     97,925,792     10,684,155.8  pipe2                 
      0.0       60,180,992         32      1,880,656.0      1,706,528.0  1,447,168      7,558,656      1,052,306.8  fork                  
      0.0       57,471,392     18,038          3,186.1          2,112.0      1,120         94,944          2,641.7  munmap                
      0.0       50,027,072         77        649,702.2          1,760.0      1,024     13,523,648      2,779,734.8  pwrite                
      0.0       10,480,096      4,476          2,341.4          1,728.0      1,024         35,328          1,755.6  mmap64                
      0.0       10,118,176          2      5,059,088.0      5,059,088.0  5,058,400      5,059,776            973.0  nanosleep             
      0.0        7,479,552         90         83,106.1          2,352.0      1,024      6,123,424        644,903.7  waitpid               
      0.0        4,719,360         34        138,804.7          3,632.0      1,056      2,051,360        464,123.3  open                  
      0.0        4,619,296         55         83,987.2          5,920.0      4,992      3,814,624        514,881.7  pthread_join          
      0.0        2,719,232        129         21,079.3          3,232.0      1,152        621,024         70,247.7  fopen                 
      0.0        1,082,016        101         10,713.0          2,272.0      1,024        119,424         27,706.9  fclose                
      0.0          847,712         32         26,491.0          4,544.0      1,056        307,296         72,718.1  write                 
      0.0          617,088         54         11,427.6         12,096.0      3,680         29,088          4,541.7  fread                 
      0.0          496,896         53          9,375.4          4,288.0      1,728         34,560          9,362.8  fgets                 
      0.0          403,904          2        201,952.0        201,952.0    193,728        210,176         11,630.5  popen                 
      0.0          379,712          8         47,464.0         45,232.0     36,896         60,448          8,225.5  pthread_create        
      0.0          375,200         11         34,109.1          1,344.0      1,088         99,520         45,776.0  fcntl                 
      0.0          324,640         11         29,512.7         13,440.0      8,864        131,072         39,592.7  sem_timedwait         
      0.0          257,984         40          6,449.6          4,944.0      1,984         46,368          7,030.6  mmap                  
      0.0          250,528         87          2,879.6          2,784.0      1,120         10,496          1,093.6  pthread_cond_signal   
      0.0          189,664          2         94,832.0         94,832.0     86,208        103,456         12,196.2  flock                 
      0.0           47,616          4         11,904.0          6,512.0      1,792         32,800         14,121.8  pthread_mutex_lock    
      0.0           34,368          1         34,368.0         34,368.0     34,368         34,368              0.0  pthread_rwlock_wrlock 
      0.0           30,624          4          7,656.0          7,600.0      4,352         11,072          3,426.0  socket                
      0.0           22,720          2         11,360.0         11,360.0     10,240         12,480          1,583.9  connect               
      0.0           20,704          1         20,704.0         20,704.0     20,704         20,704              0.0  lstat64               
      0.0           16,672          3          5,557.3          3,296.0      1,536         11,840          5,511.7  stat64                
      0.0           16,352          4          4,088.0          1,600.0      1,280         11,872          5,195.7  sigaction             
      0.0           12,864          1         12,864.0         12,864.0     12,864         12,864              0.0  fstat64               
      0.0           10,784          2          5,392.0          5,392.0      5,376          5,408             22.6  pread                 
      0.0            9,024          1          9,024.0          9,024.0      9,024          9,024              0.0  pthread_rwlock_rdlock 
      0.0            7,968          2          3,984.0          3,984.0      3,328          4,640            927.7  pthread_cond_broadcast
      0.0            7,360          3          2,453.3          1,504.0      1,408          4,448          1,728.1  pread64               
      0.0            5,344          3          1,781.3          1,600.0      1,440          2,304            459.7  fwrite                
      0.0            3,328          2          1,664.0          1,664.0      1,664          1,664              0.0  bind                  
