Generating SQLite file nsys_vlp1d_1v_float64_N4096_solver2.sqlite from nsys_vlp1d_1v_float64_N4096_solver2.nsys-rep
Processing [nsys_vlp1d_1v_float64_N4096_solver2.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float64_N4096_solver2.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp1d_1v_float64_N4096_solver2.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
 --------  ---------------  ---------  ---------------  ---------------  ---------  -------------  ---------------  ----------------------
     86.1  194,041,718,336         73  2,658,105,730.6  2,732,950,752.0     50,752  2,734,300,384    449,205,213.7  pthread_cond_wait     
      6.8   15,243,325,856        168     90,734,082.5    100,104,752.0      1,728    100,117,888     27,988,708.3  poll                  
      3.5    8,000,961,344         23    347,867,884.5         13,120.0      3,808  4,000,040,256  1,152,410,516.8  pthread_cond_timedwait
      1.6    3,651,694,656     15,321        238,345.7         11,648.0      1,024  3,392,762,432     27,410,102.0  read                  
      0.8    1,865,255,488         42     44,410,845.0     50,053,216.0  1,056,576     50,061,664     14,589,656.5  clock_nanosleep       
      0.6    1,351,712,704      8,205        164,742.6        145,152.0      1,280    126,502,656      1,396,296.6  open64                
      0.3      675,630,208      7,716         87,562.2         88,352.0      1,024        795,392         18,865.7  close                 
      0.1      184,319,232     38,913          4,736.7          5,472.0      1,120         69,952          2,478.7  munmap                
      0.1      145,059,488        917        158,189.2          8,576.0      1,056     15,549,280        697,918.8  ioctl                 
      0.1      114,475,840         56      2,044,211.4         17,792.0      2,496    112,287,552     14,999,914.8  fopen64               
      0.0       60,642,752         32      1,895,086.0      1,694,848.0  1,494,912      7,693,088      1,075,057.7  fork                  
      0.0       59,006,720         71        831,080.6          1,728.0      1,088     16,518,592      3,420,714.3  pwrite                
      0.0       19,486,496      9,736          2,001.5          1,472.0      1,024         37,248          1,467.3  mmap64                
      0.0       10,330,176          8      1,291,272.0        240,800.0     20,896      8,437,984      2,894,964.2  sem_wait              
      0.0       10,116,864          2      5,058,432.0      5,058,432.0  5,057,536      5,059,328          1,267.1  nanosleep             
      0.0        7,523,936         89         84,538.6          2,048.0      1,024      6,598,208        698,943.4  waitpid               
      0.0        4,523,200         54         83,763.0          6,496.0      5,696      2,233,056        397,425.5  pthread_join          
      0.0        4,119,776         34        121,169.9          4,144.0      1,152      1,924,320        400,255.7  open                  
      0.0        2,318,912        132         17,567.5          3,360.0      1,504        267,040         48,109.6  fopen                 
      0.0        1,092,288        111          9,840.4          2,272.0      1,024        116,768         26,386.0  fclose                
      0.0          817,856         28         29,209.1          4,288.0      1,376        294,720         74,372.8  write                 
      0.0          610,272         56         10,897.7         12,272.0      2,176         27,040          4,572.7  fread                 
      0.0          564,960         53         10,659.6          5,888.0      1,920         38,400          9,033.2  fgets                 
      0.0          396,352          8         49,544.0         48,560.0     40,832         58,912          6,560.0  pthread_create        
      0.0          380,000         13         29,230.8          1,184.0      1,024        102,272         44,041.0  fcntl                 
      0.0          378,432          2        189,216.0        189,216.0    181,600        196,832         10,770.7  popen                 
      0.0          345,472         11         31,406.5         14,688.0      8,160        135,648         41,028.7  sem_timedwait         
      0.0          321,888         84          3,832.0          3,216.0      1,760         12,352          2,100.8  pipe2                 
      0.0          233,920         92          2,542.6          2,688.0      1,056          6,304            749.0  pthread_cond_signal   
      0.0          227,552         38          5,988.2          5,104.0      1,504         18,304          3,812.6  mmap                  
      0.0          173,088          2         86,544.0         86,544.0     79,072         94,016         10,567.0  flock                 
      0.0           29,792          4          7,448.0          7,232.0      4,384         10,944          3,471.5  socket                
      0.0           23,584          1         23,584.0         23,584.0     23,584         23,584              0.0  lstat64               
