Generating SQLite file nsys_vlp1d_1v_float32_N4096_solver2.sqlite from nsys_vlp1d_1v_float32_N4096_solver2.nsys-rep
Processing [nsys_vlp1d_1v_float32_N4096_solver2.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp1d_1v_float32_N4096_solver2.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp1d_1v_float32_N4096_solver2.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
 --------  ---------------  ---------  ---------------  ---------------  ---------  -------------  ---------------  ----------------------
     86.0  195,697,708,000         73  2,680,790,520.5  2,756,271,584.0     52,416  2,757,535,744    453,039,214.0  pthread_cond_wait     
      6.8   15,443,548,352        170     90,844,402.1    100,104,512.0      1,984    100,116,416     27,860,265.0  poll                  
      3.5    8,000,825,088         18    444,490,282.7         23,504.0      4,480  4,000,050,912  1,293,515,734.0  pthread_cond_timedwait
      1.6    3,724,093,952     15,322        243,055.3         12,352.0      1,024  3,430,965,888     27,718,265.9  read                  
      0.9    2,015,389,280         45     44,786,428.4     50,052,992.0  1,055,968     50,060,704     14,154,486.1  clock_nanosleep       
      0.6    1,341,343,936      8,205        163,478.8        146,720.0      1,536     61,991,552        687,345.6  open64                
      0.3      719,645,248      7,724         93,170.0         89,696.0      1,024      1,151,104         39,457.2  close                 
      0.1      183,008,832     38,932          4,700.7          5,536.0      1,088         71,040          2,615.6  munmap                
      0.1      145,987,456        923        158,166.3          8,608.0      1,024     15,563,360        694,091.3  ioctl                 
      0.1      123,599,648         56      2,207,136.6         18,256.0      2,912    121,348,256     16,210,546.2  fopen64               
      0.0       61,273,760         32      1,914,805.0      1,710,704.0  1,462,272      7,945,312      1,114,411.9  fork                  
      0.0       30,356,448        105        289,109.0          1,504.0      1,024      9,685,792      1,461,020.6  pwrite                
