
    ROCPROFV3 SUMMARY:

    |                   NAME                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | loop_add_fusion                          | KERNEL_DISPATCH |            1203 |      4138117316 |       3.440e+06 |     29.241851 |            2560 |         3649636 |       1.751e+05 |
    | hipMemset                                | HIP_API         |               9 |      3648451114 |       4.054e+08 |     25.781643 |           37922 |       477959457 |       1.528e+08 |
    | __amd_rocclr_copyBuffer                  | KERNEL_DISPATCH |            1312 |      3188164421 |       2.430e+06 |     22.529044 |            3040 |         2765627 |       6.912e+05 |
    | hipStreamCreateWithFlags                 | HIP_API         |             151 |      1774852972 |       1.175e+07 |     12.541932 |         9624698 |        23890080 |       3.543e+06 |
    | hipStreamDestroy                         | HIP_API         |             150 |       571288931 |       3.809e+06 |      4.036992 |         3442899 |         4290398 |       1.150e+05 |
    | hipGraphLaunch                           | HIP_API         |            1212 |       376557384 |       3.107e+05 |      2.660929 |           19757 |         1022532 |       9.219e+04 |
    | hipInit                                  | HIP_API         |               2 |       150339732 |       7.517e+07 |      1.062370 |             571 |       150339161 |       1.063e+08 |
    | hipStreamCreateWithPriority              | HIP_API         |               4 |        76358132 |       1.909e+07 |      0.539582 |        18947954 |        19368633 |       1.966e+05 |
    | hipHostMalloc                            | HIP_API         |               3 |        63392709 |       2.113e+07 |      0.447962 |          109939 |        62219371 |       3.559e+07 |
    | loop_multiply_fusion                     | KERNEL_DISPATCH |              13 |        27522187 |       2.117e+06 |      0.194485 |         2073780 |         2151861 |       2.301e+04 |
    | wrapped_multiply                         | KERNEL_DISPATCH |               8 |        27338506 |       3.417e+06 |      0.193187 |         3214752 |         3643715 |       1.466e+05 |
    | wrapped_cosine                           | KERNEL_DISPATCH |              12 |        26010332 |       2.168e+06 |      0.183801 |         2137940 |         2197461 |       1.605e+04 |
    | hipMalloc                                | HIP_API         |              19 |        14093907 |       7.418e+05 |      0.099594 |           72608 |         2845033 |       6.222e+05 |
