-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |---------------------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | hipDeviceSynchronize                                                                                                | HIP_API         |              54 |      3118617126 |       5.775e+07 |     29.934027 |             220 |      3115859368 |       4.240e+08 |
    | Kokkos::fence: Unnamed Global Fence                                                                                 | MARKER_API      |               2 |      3115867944 |       1.558e+09 |     29.907639 |            1272 |      3115866672 |       2.203e+09 |
    | advect_x                                                                                                            | MARKER_API      |              41 |      1993412011 |       4.862e+07 |     19.133753 |            8481 |       105107900 |       4.996e+07 |
    | advect_y                                                                                                            | MARKER_API      |              40 |       748060023 |       1.870e+07 |      7.180249 |           11882 |        38515848 |       1.888e+07 |
    | advect_vx                                                                                                           | MARKER_API      |              20 |       285500904 |       1.428e+07 |      2.740379 |           21541 |        29071728 |       1.458e+07 |
    | KokkosFFT::create_plan[TPL_hipfft]                                                                                  | MARKER_API      |              13 |       168471708 |       1.296e+07 |      1.617075 |            3200 |       104501410 |       3.269e+07 |
    | hipStreamSynchronize                                                                                                | HIP_API         |              50 |       138246370 |       2.765e+06 |      1.326957 |             962 |       130676759 |       1.847e+07 |
    | hipMemcpyAsync                                                                                                      | HIP_API         |              42 |       135985270 |       3.238e+06 |      1.305254 |            6052 |       121203927 |       1.877e+07 |
    | hipGetDeviceCount                                                                                                   | HIP_API         |               3 |       134082298 |       4.469e+07 |      1.286988 |             391 |       134080855 |       7.741e+07 |
    | Kokkos::HIP::fence(): Unnamed Instance Fence                                                                        | MARKER_API      |               1 |       130680936 |       1.307e+08 |      1.254340 |       130680936 |       130680936 |       0.000e+00 |
    | init_fn                                                                                                             | MARKER_API      |               3 |       129943100 |       4.331e+07 |      1.247258 |            5440 |       129855684 |       7.495e+07 |
    | advect_vy                                                                                                           | MARKER_API      |              20 |       104569854 |       5.228e+06 |      1.003713 |           21921 |        10388291 |       5.288e+06 |
    | hipMemcpyToSymbol                                                                                                   | HIP_API         |               4 |        63946266 |       1.599e+07 |      0.613788 |           24046 |        48618605 |       2.291e+07 |
    | hipStreamCreate                                                                                                     | HIP_API         |               2 |        46431734 |       2.322e+07 |      0.445675 |        22216015 |        24215719 |       1.414e+06 |
    | hipLaunchKernel                                                                                                     | HIP_API         |              99 |        16078016 |       1.624e+05 |      0.154325 |            5791 |        10075338 |       1.007e+06 |
    | Kokkos::View::initialization [rho_k]                                                                                | MARKER_API      |               4 |        15351465 |       3.838e+06 |      0.147351 |            3040 |        15329544 |       7.661e+06 |
    | hipModuleLoadData                                                                                                   | HIP_API         |              19 |        12404626 |       6.529e+05 |      0.119066 |          433715 |          864294 |       1.267e+05 |
    | compute_rho                                                                                                         | MARKER_API      |              22 |        11767104 |       5.349e+05 |      0.112946 |           11061 |         1013773 |       4.812e+05 |
    | KokkosFFT::cleanup_plan[TPL_hipfft]                                                                                 | MARKER_API      |               2 |         6683846 |       3.342e+06 |      0.064155 |         2440313 |         4243533 |       1.275e+06 |
    | hipModuleUnload                                                                                                     | HIP_API         |              19 |         6499714 |       3.421e+05 |      0.062387 |            1984 |         1668644 |       3.439e+05 |
    | hipModuleLaunchKernel                                                                                               | HIP_API         |              91 |         5329256 |       5.856e+04 |      0.051153 |            6202 |           90572 |       2.546e+04 |
    | KokkosFFT::exec_plan[TPL_hipfftExecC2R]                                                                             | MARKER_API      |              99 |         4858750 |       4.908e+04 |      0.046637 |            3840 |          347912 |       6.988e+04 |
