-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |---------------------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | hipDeviceSynchronize                                                                                                | HIP_API         |              54 |       388210061 |       7.189e+06 |     17.631944 |             230 |       385435792 |       5.245e+07 |
    | Kokkos::fence: Unnamed Global Fence                                                                                 | MARKER_API      |               2 |       385440010 |       1.927e+08 |     17.506133 |            1052 |       385438958 |       2.725e+08 |
    | KokkosFFT::create_plan[TPL_hipfft]                                                                                  | MARKER_API      |              13 |       172519771 |       1.327e+07 |      7.835601 |            3200 |       103743703 |       3.316e+07 |
    | hipMemcpyAsync                                                                                                      | HIP_API         |              42 |       140096685 |       3.336e+06 |      6.362991 |            5901 |       124881354 |       1.935e+07 |
    | hipStreamSynchronize                                                                                                | HIP_API         |              50 |       136052687 |       2.721e+06 |      6.179318 |             851 |       128536107 |       1.816e+07 |
    | advect_y                                                                                                            | MARKER_API      |              40 |       134607443 |       3.365e+06 |      6.113677 |           14137 |         6655585 |       3.327e+06 |
    | hipGetDeviceCount                                                                                                   | HIP_API         |               3 |       133831273 |       4.461e+07 |      6.078425 |             310 |       133830162 |       7.727e+07 |
    | advect_x                                                                                                            | MARKER_API      |              40 |       133782419 |       3.345e+06 |      6.076206 |           25669 |         6622145 |       3.311e+06 |
    | Kokkos::HIP::fence(): Unnamed Instance Fence                                                                        | MARKER_API      |               1 |       128540114 |       1.285e+08 |      5.838108 |       128540114 |       128540114 |       0.000e+00 |
    | init_fn                                                                                                             | MARKER_API      |               3 |       127881519 |       4.263e+07 |      5.808195 |            6240 |       127756774 |       7.372e+07 |
    | advect_vx                                                                                                           | MARKER_API      |              20 |        61509052 |       3.075e+06 |      2.793653 |           21902 |         6089020 |       3.087e+06 |
    | advect_vy                                                                                                           | MARKER_API      |              20 |        61400394 |       3.070e+06 |      2.788718 |           12885 |         6075900 |       3.080e+06 |
    | hipMemcpyToSymbol                                                                                                   | HIP_API         |               4 |        58566047 |       1.464e+07 |      2.659986 |           26330 |        43089990 |       2.031e+07 |
    | hipStreamCreate                                                                                                     | HIP_API         |               2 |        45172915 |       2.259e+07 |      2.051689 |        21249583 |        23923332 |       1.891e+06 |
    | Kokkos::View::initialization [rho_k]                                                                                | MARKER_API      |               4 |        15498347 |       3.875e+06 |      0.703913 |            4320 |        15475626 |       7.734e+06 |
    | hipModuleLoadData                                                                                                   | HIP_API         |              19 |        12926537 |       6.803e+05 |      0.587105 |          413035 |          894429 |       1.200e+05 |
    | compute_rho                                                                                                         | MARKER_API      |              22 |        12116932 |       5.508e+05 |      0.550334 |           15409 |         1133451 |       4.906e+05 |
    | hipLaunchKernel                                                                                                     | HIP_API         |              99 |         6222398 |       6.285e+04 |      0.282612 |            5059 |          104218 |       2.470e+04 |
    | hipModuleLaunchKernel                                                                                               | HIP_API         |              91 |         5387326 |       5.920e+04 |      0.244685 |            5179 |           96373 |       2.519e+04 |
    | KokkosFFT::cleanup_plan[TPL_hipfft]                                                                                 | MARKER_API      |               2 |         5089187 |       2.545e+06 |      0.231144 |         2225788 |         2863399 |       4.509e+05 |
    | hipModuleUnload                                                                                                     | HIP_API         |              19 |         4914565 |       2.587e+05 |      0.223212 |            2044 |          629827 |       1.397e+05 |
    | KokkosFFT::exec_plan[TPL_hipfftExecC2R]                                                                             | MARKER_API      |              99 |         4650489 |       4.697e+04 |      0.211219 |            3840 |          167849 |       6.363e+04 |
