Generating SQLite file nsys_vlp2d_2v_float32_Nx128_Nvx128_solver2.sqlite from nsys_vlp2d_2v_float32_Nx128_Nvx128_solver2.nsys-rep
Processing [nsys_vlp2d_2v_float32_Nx128_Nvx128_solver2.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp2d_2v_float32_Nx128_Nvx128_solver2.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp2d_2v_float32_Nx128_Nvx128_solver2.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
 --------  ---------------  ---------  ---------------  ---------------  ---------  -------------  ---------------  ----------------------
     85.0  194,174,587,840         73  2,659,925,860.8  2,734,770,560.0     63,808  2,736,075,936    449,511,264.5  pthread_cond_wait     
      7.9   18,032,755,712        195     92,475,670.3    100,104,864.0      1,152    375,234,816     34,373,839.7  poll                  
      3.5    8,000,761,920         19    421,092,732.6         17,792.0      5,440  4,000,036,448  1,261,199,396.9  pthread_cond_timedwait
      1.9    4,362,932,448     15,334        284,526.7         12,032.0      1,024  3,344,761,920     27,349,503.2  read                  
      0.6    1,386,793,088      8,208        168,956.3        144,960.0      1,472    156,529,248      1,727,081.9  open64                
      0.3      684,380,448      7,718         88,673.3         88,768.0      1,024      1,754,400         28,403.9  close                 
      0.2      385,351,840          8     48,168,980.0        271,504.0     25,088    376,259,936    132,595,372.8  sem_wait              
      0.2      367,449,760     73,155          5,022.9          5,536.0      1,120         64,928          2,283.5  munmap                
      0.1      313,678,272         11     28,516,206.5     32,060,160.0  1,056,736     50,071,584     22,269,873.6  clock_nanosleep       
      0.1      250,650,368        109      2,299,544.7          1,472.0      1,024    145,099,360     17,068,560.0  pwrite                
      0.1      197,785,536        926        213,591.3          9,040.0      1,056     28,427,968      1,220,256.0  ioctl                 
      0.0       64,144,000         32      2,004,500.0      1,720,800.0  1,657,344      8,313,472      1,169,842.7  fork                  
      0.0       60,758,528         56      1,084,973.7         17,920.0      2,816     58,119,264      7,760,460.9  fopen64               
      0.0       35,086,144     18,651          1,881.2          1,440.0      1,024        150,784          1,585.5  mmap64                
      0.0       22,152,320         34        651,538.8          3,968.0      1,088     10,900,896      2,535,763.9  open                  
      0.0       10,122,016          2      5,061,008.0      5,061,008.0  5,060,928      5,061,088            113.1  nanosleep             
      0.0        8,116,704         95         85,439.0          2,208.0      1,024      7,068,160        724,690.9  waitpid               
      0.0        7,995,552          2      3,997,776.0      3,997,776.0  3,006,720      4,988,832      1,401,564.8  ftruncate             
      0.0        5,045,760         63         80,091.4          6,880.0      5,856      2,935,296        380,042.0  pthread_join          
      0.0        2,917,920        139         20,992.2          3,584.0      1,376        232,000         50,450.2  fopen                 
      0.0        1,427,136        120         11,892.8          2,304.0      1,024        117,824         28,433.8  fclose                
      0.0          882,144         30         29,404.8          4,480.0      1,536        332,768         78,729.6  write                 
      0.0          704,064         13         54,158.8         78,080.0      1,056         94,784         43,769.9  fcntl                 
      0.0          655,264         69          9,496.6         11,328.0      1,760         21,728          4,986.2  fread                 
      0.0          574,048         53         10,831.1          6,400.0      1,408         36,896          8,848.3  fgets                 
      0.0          391,648          2        195,824.0        195,824.0    180,384        211,264         21,835.5  popen                 
      0.0          373,888          8         46,736.0         46,464.0     33,696         55,808          7,459.3  pthread_create        
      0.0          369,184         84          4,395.0          3,744.0      1,856         34,720          4,016.9  pipe2                 
      0.0          337,280         11         30,661.8         16,128.0      8,416        127,200         38,115.6  sem_timedwait         
      0.0          266,080         89          2,989.7          2,944.0      1,152          9,824            977.5  pthread_cond_signal   
      0.0          245,216         43          5,702.7          4,768.0      1,664         19,904          3,743.7  mmap                  
      0.0          166,080          2         83,040.0         83,040.0     81,376         84,704          2,353.3  flock                 
      0.0           30,272          2         15,136.0         15,136.0     14,880         15,392            362.0  pthread_mutex_lock    
      0.0           28,064          4          7,016.0          6,624.0      4,224         10,592          3,017.3  socket                
      0.0           23,456          1         23,456.0         23,456.0     23,456         23,456              0.0  lstat64               
      0.0           20,768          2         10,384.0         10,384.0      9,760         11,008            882.5  connect               
      0.0           17,504          5          3,500.8          1,248.0      1,056         11,616          4,564.6  sigaction             
      0.0           15,648          3          5,216.0          3,232.0      1,536         10,880          4,977.9  stat64                
      0.0           11,424          1         11,424.0         11,424.0     11,424         11,424              0.0  fstat64               
      0.0           11,264          2          5,632.0          5,632.0      5,600          5,664             45.3  pread                 
      0.0           10,560          5          2,112.0          1,376.0      1,152          5,408          1,845.6  pread64               
      0.0            7,360          2          3,680.0          3,680.0      1,856          5,504          2,579.5  pthread_cond_broadcast
      0.0            5,984          3          1,994.7          2,272.0      1,312          2,400            594.7  fwrite                
      0.0            3,872          2          1,936.0          1,936.0      1,856          2,016            113.1  bind                  
      0.0            1,536          1          1,536.0          1,536.0      1,536          1,536              0.0  mprotect              
