Generating SQLite file nsys_vlp2d_2v_float32_Nx128_Nvx128_solver1.sqlite from nsys_vlp2d_2v_float32_Nx128_Nvx128_solver1.nsys-rep
Processing [nsys_vlp2d_2v_float32_Nx128_Nvx128_solver1.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp2d_2v_float32_Nx128_Nvx128_solver1.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp2d_2v_float32_Nx128_Nvx128_solver1.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)     Max (ns)       StdDev (ns)             Name         
 --------  ---------------  ---------  ---------------  ---------------  ---------  -------------  ---------------  ----------------------
     69.8  194,717,227,328         73  2,667,359,278.5  2,742,485,472.0     61,120  2,743,793,792    450,767,953.3  pthread_cond_wait     
     13.0   36,184,528,640        315    114,871,519.5    100,104,480.0      1,888  6,313,708,832    350,999,425.6  poll                  
      5.9   16,385,856,256     15,362      1,066,648.6         11,968.0      1,088  6,315,066,752     77,185,439.8  read                  
      5.7   16,000,727,712         17    941,219,277.2         30,720.0      5,760  4,000,032,384  1,748,938,087.2  pthread_cond_timedwait
      2.3    6,323,578,112          8    790,447,264.0        270,160.0     29,600  6,314,725,344  2,232,146,923.5  sem_wait              
      2.3    6,313,922,816         17    371,407,224.5     50,054,016.0  1,057,344  1,000,059,392    478,896,894.7  clock_nanosleep       
      0.4    1,234,786,624      8,220        150,217.4        145,376.0      1,600      2,062,880         62,637.8  open64                
      0.2      683,614,592      7,727         88,470.9         88,800.0      1,024      1,080,512         26,978.5  close                 
      0.1      321,661,792     63,748          5,045.8          5,504.0      1,152         62,912          2,769.0  munmap                
