Generating SQLite file nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.sqlite from nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.nsys-rep
Processing [nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/nvtx_sum.py]... 
SKIPPED: nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.sqlite does not contain NV Tools Extension (NVTX) data.

Processing [nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)      Max (ns)       StdDev (ns)              Name         
 --------  ---------------  ---------  ---------------  ---------------  ---------  --------------  ----------------  ----------------------
     34.8  204,473,212,576         73  2,801,002,912.0  2,879,906,208.0     50,560   2,881,234,720     473,354,956.6  pthread_cond_wait     
     23.4  137,361,079,808      1,006    136,541,828.8    100,103,712.0      1,152  38,420,733,824   1,208,300,458.0  poll                  
     14.3   84,001,447,968         32  2,625,045,249.0  4,000,037,152.0      1,344   4,000,056,704   1,930,225,308.6  pthread_cond_timedwait
     13.7   80,645,392,800     15,365      5,248,642.6         12,096.0      1,056  38,422,090,848     439,259,642.4  read                  
      6.5   38,430,546,240          8  4,803,818,280.0        276,848.0     22,208  38,421,802,560  13,583,717,181.4  sem_wait              
      6.5   38,315,617,600         49    781,951,379.6  1,000,051,296.0  1,056,800   1,000,063,392     409,698,802.5  clock_nanosleep       
      0.2    1,285,775,200      8,224        156,344.3        150,480.0      1,216       3,385,504          70,562.4  open64                
      0.1      724,100,992      7,734         93,625.7         92,544.0      1,024       1,139,872          23,412.5  close                 
      0.1      661,784,896        105      6,302,713.3          1,600.0      1,024     331,887,936      45,391,737.2  pwrite                
      0.1      606,548,864     93,827          6,464.5          5,920.0      1,120         188,512           3,706.8  munmap                
      0.1      316,796,928        979        323,592.4          9,376.0      1,024      67,869,216       2,548,058.3  ioctl                 
      0.0      132,302,368         84      1,575,028.2          3,584.0      1,696     131,968,160      14,398,467.6  pipe2                 
      0.0      102,164,512         56      1,824,366.3         17,600.0      2,272      99,401,248      13,276,622.1  fopen64               
      0.0       62,700,192         32      1,959,381.0      1,689,808.0  1,535,456       8,652,384       1,236,622.5  fork                  
      0.0       45,326,400     26,541          1,707.8          1,344.0      1,024          39,584           1,011.7  mmap64                
      0.0       40,690,784         34      1,196,787.8          3,952.0      1,120      20,489,664       4,693,138.5  open                  
      0.0       10,119,680          2      5,059,840.0      5,059,840.0  5,058,272       5,061,408           2,217.5  nanosleep             
      0.0        7,472,640         85         87,913.4          2,560.0      1,024       6,263,008         678,390.9  waitpid               
      0.0        5,573,152         54        103,206.5          6,544.0      5,856       2,503,936         449,992.1  pthread_join          
      0.0        3,149,056        151         20,854.7          3,968.0      1,344         412,224          55,313.9  fopen                 
      0.0        1,552,480        132         11,761.2          2,464.0      1,024         123,328          28,951.2  fclose                
      0.0        1,189,024          2        594,512.0        594,512.0    411,040         777,984         259,468.6  ftruncate             
      0.0          831,680         31         26,828.4          4,928.0      1,216         308,448          71,326.3  write                 
      0.0          715,264         80          8,940.8          7,376.0      1,952          31,648           5,261.6  fread                 
      0.0          697,536         16         43,596.0         38,752.0      1,024         108,928          44,363.3  fcntl                 
      0.0          492,448         53          9,291.5          3,680.0      1,760          36,320           9,727.3  fgets                 
      0.0          375,104          8         46,888.0         47,664.0     34,592          54,656           6,573.0  pthread_create        
      0.0          366,016         11         33,274.2         16,384.0     10,464         136,352          40,735.5  sem_timedwait         
      0.0          354,048          2        177,024.0        177,024.0    175,936         178,112           1,538.7  popen                 
      0.0          267,168         46          5,808.0          5,024.0      1,504          19,776           3,952.9  mmap                  
      0.0          248,000         83          2,988.0          2,784.0      1,344           9,696           1,385.4  pthread_cond_signal   
      0.0          171,392          2         85,696.0         85,696.0     81,888          89,504           5,385.3  flock                 
      0.0           29,344          4          7,336.0          7,696.0      4,224           9,728           2,563.9  socket                
      0.0           25,536          1         25,536.0         25,536.0     25,536          25,536               0.0  lstat64               
      0.0           19,392          2          9,696.0          9,696.0      8,640          10,752           1,493.4  connect               
      0.0           18,144          5          3,628.8          1,920.0      1,216          11,712           4,533.1  sigaction             
      0.0           15,904          3          5,301.3          3,648.0      1,536          10,720           4,810.1  stat64                
      0.0           13,024          2          6,512.0          6,512.0      6,208           6,816             429.9  pread                 
      0.0           12,480          1         12,480.0         12,480.0     12,480          12,480               0.0  fstat64               
      0.0            9,728          4          2,432.0          1,520.0      1,152           5,536           2,076.6  pread64               
      0.0            7,296          2          3,648.0          3,648.0      3,200           4,096             633.6  pthread_cond_broadcast
      0.0            6,336          3          2,112.0          2,432.0      1,408           2,496             610.5  fwrite                
      0.0            2,944          2          1,472.0          1,472.0      1,184           1,760             407.3  bind                  
      0.0            2,048          1          2,048.0          2,048.0      2,048           2,048               0.0  openat64              
      0.0            1,312          1          1,312.0          1,312.0      1,312           1,312               0.0  getentropy            
      0.0            1,280          1          1,280.0          1,280.0      1,280           1,280               0.0  mprotect              
      0.0            1,248          1          1,248.0          1,248.0      1,248           1,248               0.0  dup2                  

Processing [nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)    Min (ns)     Max (ns)       StdDev (ns)                 Name             
 --------  ---------------  ---------  -------------  -----------  ---------  -------------  ---------------  ------------------------------
     53.1   22,815,222,784      5,664    4,028,111.4      6,944.0      2,400     48,296,000      9,291,492.0  cuLaunchKernel                
     31.5   13,519,999,680         30  450,666,656.0      6,080.0      3,840  6,253,828,512  1,587,837,022.9  cudaDeviceSynchronize         
      9.7    4,165,851,104      2,901    1,436,005.2      4,224.0      1,952    291,759,520      7,413,490.5  cudaLaunchKernel              
      5.5    2,373,184,128         17  139,599,066.4     15,008.0     11,328  1,186,990,784    393,933,824.6  cudaMemcpyAsync               
      0.2       84,296,384         14    6,021,170.3  3,251,344.0    125,184     25,154,848      8,372,262.7  cudaMalloc                    
      0.0        4,031,424          4    1,007,856.0    987,536.0    872,032      1,184,320        135,667.6  cuModuleLoadData              
      0.0        2,862,848          2    1,431,424.0  1,431,424.0  1,293,088      1,569,760        195,636.6  cudaGetDeviceProperties_v12000
      0.0        2,319,968         24       96,665.3     80,032.0     53,568        266,304         54,046.6  cuModuleLoad                  
      0.0          468,480          5       93,696.0      7,232.0      6,624        440,608        193,929.9  cuMemcpyHtoD_v2               
      0.0          233,536      1,040          224.6        224.0         96            416             47.2  cuStreamIsCapturing           
      0.0          202,464          1      202,464.0    202,464.0    202,464        202,464              0.0  cuMemFree_v2                  
      0.0          125,472          1      125,472.0    125,472.0    125,472        125,472              0.0  cuMemAlloc_v2                 
      0.0           74,880          4       18,720.0     17,008.0     16,192         24,672          4,004.6  cuMemGetInfo_v2               
      0.0           46,464         17        2,733.2      2,048.0      1,888          5,952          1,466.1  cudaStreamSynchronize         
      0.0           45,600         26        1,753.8      1,264.0        256          5,408          1,429.0  cudaStreamIsCapturing_v10000  
      0.0           20,672          2       10,336.0     10,336.0      9,504         11,168          1,176.6  cudaMemsetAsync               
      0.0            1,824          1        1,824.0      1,824.0      1,824          1,824              0.0  cuInit                        
      0.0            1,664          2          832.0        832.0        640          1,024            271.5  cuModuleGetLoadingMode        

Processing [nsys_vlp2d_2v_float64_Nx128_Nvx128_solver0.sqlite] with [/work/opt/local/aarch64/cores/nvidia/25.9/Linux_aarch64/25.9/profilers/13.0/Nsight_Systems/host-linux-armv8/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  ------------  ------------  ----------  ----------  -----------  ----------------------------------------------------------------------------------------------------
     29.5   12,252,251,612        256  47,860,357.9  47,887,088.0  47,700,639  50,897,504    212,021.0  triton_poi_fused__to_copy__unsafe_view_add_arange_clone_div_expand_floor_index_mul_permute_remainde…
     13.4    5,566,949,888        256  21,745,898.0  21,743,520.5  21,736,256  22,301,696     35,104.4  triton_poi_fused__to_copy__unsafe_view_add_arange_clone_div_expand_floor_index_mul_permute_remainde…
     13.2    5,489,995,166        256  21,445,293.6  21,444,993.0  21,443,808  21,462,592      1,426.1  triton_poi_fused__to_copy__unsafe_view_add_arange_clamp_clone_div_expand_floor_index_mul_permute_su…
     11.1    4,594,176,799        256  17,946,003.1  17,954,528.0  17,775,104  24,108,096    398,534.3  triton_poi_fused__to_copy__unsafe_view_add_arange_clone_div_expand_floor_index_mul_permute_remainde…
