
    ROCPROFV3 SUMMARY:

    |                                                         NAME                                                          |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |-----------------------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | hipMemset                                                                                                             | HIP_API         |               9 |      3532688135 |       3.925e+08 |     23.431624 |           41008 |       473364991 |       1.490e+08 |
    | hipStreamCreateWithFlags                                                                                              | HIP_API         |             151 |      1864826795 |       1.235e+07 |     12.369028 |         9998802 |        27702872 |       3.914e+06 |
    | input_add_multiply_subtract_transpose_fusion                                                                          | KERNEL_DISPATCH |              40 |      1489172110 |       3.723e+07 |      9.877385 |        32004976 |        40109381 |       3.069e+06 |
    | loop_transpose_fusion_1                                                                                               | KERNEL_DISPATCH |              40 |      1132281171 |       2.831e+07 |      7.510198 |        26979483 |        29309588 |       7.860e+05 |
    | input_transpose_fusion_2                                                                                              | KERNEL_DISPATCH |              20 |       888307888 |       4.442e+07 |      5.891971 |        44229584 |        44593429 |       1.242e+05 |
    | input_transpose_fusion                                                                                                | KERNEL_DISPATCH |              20 |       863706178 |       4.319e+07 |      5.728793 |        41774999 |        44425105 |       1.119e+06 |
    | loop_add_fusion                                                                                                       | KERNEL_DISPATCH |              51 |       860371591 |       1.687e+07 |      5.706675 |            2240 |        21695908 |       8.933e+06 |
    | loop_convert_fusion                                                                                                   | KERNEL_DISPATCH |              40 |       808852314 |       2.022e+07 |      5.364958 |        19982930 |        20406773 |       1.061e+05 |
    | input_add_reduce_fusion                                                                                               | KERNEL_DISPATCH |              20 |       781811082 |       3.909e+07 |      5.185599 |        37866477 |        40091781 |       7.238e+05 |
    | loop_add_fusion_2                                                                                                     | KERNEL_DISPATCH |              20 |       632939282 |       3.165e+07 |      4.198161 |        30911206 |        32256018 |       3.778e+05 |
    | hipStreamDestroy                                                                                                      | HIP_API         |             150 |       575581702 |       3.837e+06 |      3.817720 |         3731008 |         4549963 |       1.196e+05 |
    | loop_add_multiply_subtract_fusion                                                                                     | KERNEL_DISPATCH |              40 |       531599494 |       1.329e+07 |      3.525995 |        11390680 |        15819686 |       1.715e+06 |
    | hipMemcpy                                                                                                             | HIP_API         |              32 |       230037789 |       7.189e+06 |      1.525795 |           21160 |       229122901 |       4.050e+07 |
