
    ROCPROFV3 SUMMARY:

    |                                                         NAME                                                          |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |-----------------------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | hipMemset                                                                                                             | HIP_API         |               9 |      3574633104 |       3.972e+08 |     40.989084 |           33715 |       474636141 |       1.501e+08 |
    | hipStreamCreateWithFlags                                                                                              | HIP_API         |             151 |      1895681381 |       1.255e+07 |     21.737124 |         9809102 |        26782363 |       4.151e+06 |
    | input_transpose_fusion_2                                                                                              | KERNEL_DISPATCH |              20 |       763537909 |       3.818e+07 |      8.755226 |        37974629 |        38321993 |       1.005e+05 |
    | hipStreamDestroy                                                                                                      | HIP_API         |             150 |       578374621 |       3.856e+06 |      6.632022 |         3707282 |         4602302 |       1.442e+05 |
    | input_transpose_fusion_3                                                                                              | KERNEL_DISPATCH |              20 |       351752566 |       1.759e+07 |      4.033425 |        14920313 |        20158766 |       2.579e+06 |
    | input_transpose_fusion                                                                                                | KERNEL_DISPATCH |              20 |       350708715 |       1.754e+07 |      4.021456 |        14887673 |        20175567 |       2.627e+06 |
    | input_transpose_fusion_1                                                                                              | KERNEL_DISPATCH |              20 |       188299692 |       9.415e+06 |      2.159168 |         9405696 |         9429057 |       6.650e+03 |
    | input_add_reduce_fusion                                                                                               | KERNEL_DISPATCH |              20 |       162146782 |       8.107e+06 |      1.859281 |         8077523 |         8153043 |       2.007e+04 |
    | hipInit                                                                                                               | HIP_API         |               2 |       155878684 |       7.794e+07 |      1.787407 |             771 |       155877913 |       1.102e+08 |
    | loop_add_fusion                                                                                                       | KERNEL_DISPATCH |              31 |       141296164 |       4.558e+06 |      1.620194 |            2400 |         7193513 |       3.434e+06 |
    | hipModuleLoadData                                                                                                     | HIP_API         |             110 |       103093778 |       9.372e+05 |      1.182141 |          473980 |         3526819 |       4.267e+05 |
    | hipMemcpy                                                                                                             | HIP_API         |              32 |        90164065 |       2.818e+06 |      1.033880 |           20169 |        34959845 |       8.887e+06 |
    | hipStreamCreateWithPriority                                                                                           | HIP_API         |               4 |        80494797 |       2.012e+07 |      0.923006 |        20018254 |        20261626 |       1.013e+05 |
    | hipHostMalloc                                                                                                         | HIP_API         |               3 |        68410873 |       2.280e+07 |      0.784444 |           93828 |        67206646 |       3.846e+07 |
    | hipModuleUnload                                                                                                       | HIP_API         |             110 |        28952028 |       2.632e+05 |      0.331983 |            1873 |         1331409 |       1.280e+05 |
    | hipMemcpyDtoHAsync                                                                                                    | HIP_API         |              46 |        26720994 |       5.809e+05 |      0.306400 |            1523 |        26276461 |       3.873e+06 |
    | hipModuleLaunchKernel                                                                                                 | HIP_API         |             338 |        19022560 |       5.628e+04 |      0.218125 |            5310 |          383428 |       3.513e+04 |
    | hipGraphLaunch                                                                                                        | HIP_API         |              42 |        16998602 |       4.047e+05 |      0.194917 |           30588 |         1315949 |       2.123e+05 |
    | input_transpose_fusion_4                                                                                              | KERNEL_DISPATCH |               2 |        16540809 |       8.270e+06 |      0.189668 |         8119283 |         8421526 |       2.137e+05 |
    | hipLaunchKernel                                                                                                       | HIP_API         |              66 |        16104300 |       2.440e+05 |      0.184662 |            6452 |        12025592 |       1.473e+06 |
    | input_transpose_fusion_5                                                                                              | KERNEL_DISPATCH |               2 |        15999044 |       8.000e+06 |      0.183456 |         7793040 |         8206004 |       2.920e+05 |
    | hipMalloc                                                                                                             | HIP_API         |              53 |        13585653 |       2.563e+05 |      0.155782 |            4388 |         2818894 |       4.797e+05 |
    | hipStreamCreate                                                                                                       | HIP_API         |               1 |        10999854 |       1.100e+07 |      0.126132 |        10999854 |        10999854 |       0.000e+00 |
    | hipMemcpyDtoDAsync                                                                                                    | HIP_API         |             111 |         5871412 |       5.290e+04 |      0.067325 |            4749 |          110139 |       2.974e+04 |
    | loop_add_subtract_fusion                                                                                              | KERNEL_DISPATCH |              40 |         5078286 |       1.270e+05 |      0.058231 |          123041 |          132482 |       2.131e+03 |
    | loop_multiply_fusion                                                                                                  | KERNEL_DISPATCH |              18 |         4755249 |       2.642e+05 |      0.054527 |            2400 |         2350744 |       7.588e+05 |
    | hipLaunchHostFunc                                                                                                     | HIP_API         |             228 |         3940977 |       1.728e+04 |      0.045190 |            5060 |          100772 |       1.268e+04 |
    | input_reduce_fusion                                                                                                   | KERNEL_DISPATCH |              22 |         3777320 |       1.717e+05 |      0.043313 |           18880 |         1714258 |       4.932e+05 |
    | hipStreamSynchronize                                                                                                  | HIP_API         |             199 |         2930235 |       1.472e+04 |      0.033600 |             251 |         2423292 |       1.735e+05 |
    | loop_add_subtract_fusion_3                                                                                            | KERNEL_DISPATCH |              20 |         2653627 |       1.327e+05 |      0.030428 |          129761 |          135521 |       1.625e+03 |
    | loop_add_subtract_fusion_2                                                                                            | KERNEL_DISPATCH |              20 |         2416505 |       1.208e+05 |      0.027709 |          117601 |          124481 |       1.750e+03 |
    | hipEventRecord                                                                                                        | HIP_API         |             348 |         2404480 |       6.909e+03 |      0.027571 |            1232 |          267178 |       1.532e+04 |
    | hipFree                                                                                                               | HIP_API         |              35 |         2315626 |       6.616e+04 |      0.026552 |            2544 |         1975593 |       3.330e+05 |
    | hipMemcpyHtoDAsync                                                                                                    | HIP_API         |              50 |         1629133 |       3.258e+04 |      0.018681 |            8747 |           80763 |       1.754e+04 |
    | hipStreamWaitEvent                                                                                                    | HIP_API         |             260 |         1561643 |       6.006e+03 |      0.017907 |             371 |           53882 |       7.455e+03 |
    | hipMemGetInfo                                                                                                         | HIP_API         |             360 |         1404980 |       3.903e+03 |      0.016110 |             862 |           12795 |       2.424e+03 |
