
    ROCPROFV3 SUMMARY:

    |                                                   NAME                                                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    |----------------------------------------------------------------------------------------------------------|-----------------|-----------------|-----------------|-----------------|---------------|-----------------|-----------------|-----------------|
    | hipMemset                                                                                                | HIP_API         |               9 |      3578966597 |       3.977e+08 |     46.141263 |           41289 |       476534841 |       1.505e+08 |
    | hipStreamCreateWithFlags                                                                                 | HIP_API         |             151 |      1870021518 |       1.238e+07 |     24.108958 |         9931515 |        25362706 |       3.973e+06 |
    | hipStreamDestroy                                                                                         | HIP_API         |             150 |       577677626 |       3.851e+06 |      7.447618 |         3737930 |         4548740 |       1.193e+05 |
    | input_concatenate_fusion                                                                                 | KERNEL_DISPATCH |              22 |       286975225 |       1.304e+07 |      3.699783 |            2560 |        14445106 |       4.222e+06 |
    | loop_add_fusion                                                                                          | KERNEL_DISPATCH |              31 |       208695712 |       6.732e+06 |      2.690577 |            2400 |        10444426 |       5.073e+06 |
    | loop_add_fusion_1                                                                                        | KERNEL_DISPATCH |              20 |       183059287 |       9.153e+06 |      2.360063 |         9142012 |         9157692 |       3.500e+03 |
    | hipInit                                                                                                  | HIP_API         |               2 |       170996946 |       8.550e+07 |      2.204551 |             691 |       170996255 |       1.209e+08 |
    | input_concatenate_fusion_3                                                                               | KERNEL_DISPATCH |              20 |       156498384 |       7.825e+06 |      2.017631 |         7807279 |         7841520 |       1.230e+04 |
    | input_add_reduce_fusion                                                                                  | KERNEL_DISPATCH |              20 |       120745539 |       6.037e+06 |      1.556693 |         6026301 |         6043261 |       3.652e+03 |
    | input_concatenate_fusion_1                                                                               | KERNEL_DISPATCH |              20 |       103703769 |       5.185e+06 |      1.336984 |         5178452 |         5193173 |       3.054e+03 |
    | hipModuleLoadData                                                                                        | HIP_API         |             110 |       100004253 |       9.091e+05 |      1.289289 |          397425 |         3366584 |       4.163e+05 |
    | hipStreamCreateWithPriority                                                                              | HIP_API         |               4 |        78551758 |       1.964e+07 |      1.012716 |        19408827 |        19843563 |       1.781e+05 |
    | hipHostMalloc                                                                                            | HIP_API         |               3 |        69203431 |       2.307e+07 |      0.892194 |          193117 |        67902460 |       3.883e+07 |
    | hipMemcpy                                                                                                | HIP_API         |              32 |        46527576 |       1.454e+06 |      0.599849 |           21551 |        19915269 |       4.858e+06 |
    | input_concatenate_fusion_2                                                                               | KERNEL_DISPATCH |              20 |        36053965 |       1.803e+06 |      0.464820 |         1783378 |         1823058 |       1.227e+04 |
    | hipModuleUnload                                                                                          | HIP_API         |             110 |        29319138 |       2.665e+05 |      0.377992 |            1894 |         1464682 |       1.285e+05 |
    | hipMemcpyDtoHAsync                                                                                       | HIP_API         |              30 |        28436147 |       9.479e+05 |      0.366609 |            1593 |        28020805 |       5.113e+06 |
    | hipModuleLaunchKernel                                                                                    | HIP_API         |             476 |        28058573 |       5.895e+04 |      0.361741 |            5561 |          398708 |       3.213e+04 |
    | hipLaunchKernel                                                                                          | HIP_API         |              66 |        15972697 |       2.420e+05 |      0.205925 |            4979 |        12153877 |       1.489e+06 |
    | hipMalloc                                                                                                | HIP_API         |              53 |        13016785 |       2.456e+05 |      0.167817 |            4989 |         2901031 |       4.851e+05 |
    | hipStreamCreate                                                                                          | HIP_API         |               1 |        11188072 |       1.119e+07 |      0.144240 |        11188072 |        11188072 |       0.000e+00 |
